CustomerID,Age,Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Contract,Paperless_Billing,Payment_Method,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Monthly_Charges,Total_Charges,Churn
CUST_02643,29,Male,0,Yes,Yes,12,One year,No,Bank transfer,Yes,Yes,No,No internet service,No,Yes,Yes,Yes,Yes,81.51,877.58,No
CUST_02644,32,Male,0,No,Yes,17,Two year,Yes,Bank transfer,No,No phone service,Fiber optic,No,No,Yes,No internet service,No internet service,Yes,82.46,1405.79,No
CUST_02645,26,Male,0,Yes,No,37,Two year,No,Bank transfer,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,No,Yes,111.47,4096.79,No
CUST_02646,30,Male,0,No,Yes,34,Month-to-month,No,Electronic check,Yes,No,No,No internet service,No,Yes,No,Yes,Yes,62.16,2071.31,Yes
CUST_02647,35,Male,0,Yes,Yes,36,Month-to-month,No,Bank transfer,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No internet service,106.55,3863.37,Yes
CUST_02648,23,Female,0,Yes,No,6,Month-to-month,No,Credit card,Yes,No,DSL,No internet service,No internet service,Yes,No,Yes,No,76.06,463.73,No
CUST_02649,40,Male,0,Yes,No,32,Month-to-month,No,Electronic check,Yes,No phone service,No,No,No,Yes,No,No internet service,No,51.51,1591.09,No
CUST_02650,50,Male,0,No,No,22,Two year,No,Electronic check,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,No internet service,93.91,2064.61,No
CUST_02651,29,Female,0,No,No,10,Month-to-month,Yes,Mailed check,Yes,Yes,No,No,No,Yes,No,No,No,53.06,509.14,Yes
CUST_02652,58,Male,0,Yes,Yes,29,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,Yes,Yes,120.0,3495.93,Yes
CUST_02653,46,Male,0,No,No,11,One year,No,Bank transfer,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No internet service,Yes,98.43,1140.42,Yes
CUST_02654,52,Male,0,Yes,Yes,66,Two year,Yes,Bank transfer,No,No phone service,Fiber optic,No internet service,No internet service,No,No,No internet service,No,72.84,4768.22,No
CUST_02655,32,Male,1,Yes,No,56,One year,Yes,Electronic check,Yes,No,DSL,No,No,No internet service,No,No internet service,No internet service,64.59,3599.04,Yes
CUST_02656,50,Female,0,Yes,No,58,Month-to-month,Yes,Bank transfer,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,93.47,5445.45,Yes
CUST_02657,26,Male,0,Yes,No,52,Two year,No,Mailed check,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No,92.05,4757.76,Yes
CUST_02658,50,Female,0,Yes,No,61,Month-to-month,No,Electronic check,Yes,No,Fiber optic,No,No,Yes,No,No internet service,Yes,106.94,6531.25,Yes
CUST_02659,42,Male,0,Yes,No,17,Two year,Yes,Credit card,Yes,Yes,DSL,No internet service,Yes,Yes,No,No,No,86.45,1449.73,No
CUST_02660,46,Male,0,Yes,No,30,Month-to-month,No,Electronic check,Yes,No,No,Yes,No,No,No,No,Yes,49.87,1542.57,Yes
CUST_02661,25,Female,0,Yes,Yes,72,Month-to-month,No,Mailed check,Yes,No,No,No internet service,Yes,No,Yes,No,No,54.74,3964.41,Yes
CUST_02662,29,Male,0,Yes,No,37,Two year,Yes,Mailed check,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,Yes,112.19,4130.25,No
CUST_02663,47,Female,0,Yes,Yes,5,One year,Yes,Bank transfer,No,No,DSL,No,Yes,No,No,No internet service,No internet service,59.01,287.46,Yes
CUST_02664,28,Female,1,No,No,26,Month-to-month,No,Electronic check,Yes,No,DSL,Yes,No,Yes,Yes,No,No internet service,83.51,2107.68,Yes
CUST_02665,45,Female,0,Yes,No,70,One year,No,Credit card,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No internet service,Yes,93.96,6571.13,Yes
CUST_02666,23,Male,1,No,Yes,1,Month-to-month,Yes,Credit card,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,No,93.48,93.48,Yes
CUST_02667,50,Male,0,No,No,9,Month-to-month,No,Bank transfer,Yes,Yes,No,No,No internet service,Yes,Yes,Yes,No,73.93,676.35,Yes
CUST_02668,25,Male,0,Yes,Yes,71,One year,No,Electronic check,Yes,No,Fiber optic,No internet service,No,No,No,Yes,Yes,101.57,7235.52,No
CUST_02669,46,Male,0,Yes,No,64,Two year,Yes,Credit card,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,No,86.36,5525.32,No
CUST_02670,47,Female,0,Yes,Yes,24,Two year,No,Credit card,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,No internet service,102.76,2482.29,No
CUST_02671,31,Male,1,No,No,5,Month-to-month,Yes,Bank transfer,Yes,Yes,DSL,Yes,Yes,No,No,No internet service,No,85.63,441.64,Yes
CUST_02672,46,Male,0,Yes,No,51,One year,No,Electronic check,Yes,No,DSL,No,Yes,Yes,Yes,No internet service,No,83.61,4305.97,No
CUST_02673,43,Female,0,Yes,No,38,Month-to-month,Yes,Electronic check,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,117.45,4349.38,Yes
CUST_02674,33,Female,0,Yes,No,29,Month-to-month,No,Electronic check,Yes,No phone service,DSL,No,No,No internet service,No internet service,Yes,No,78.81,2321.57,Yes
CUST_02675,27,Male,0,No,Yes,46,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,No,No,Yes,No,No,No internet service,104.41,4880.66,Yes
CUST_02676,18,Female,0,Yes,No,52,Two year,Yes,Electronic check,No,No,DSL,No,No,No,Yes,No internet service,Yes,61.61,3232.09,No
CUST_02677,44,Female,1,No,Yes,46,Month-to-month,Yes,Credit card,Yes,Yes,No,No internet service,No,Yes,No,Yes,No,60.14,2715.2,No
CUST_02678,21,Female,0,Yes,No,68,Month-to-month,Yes,Bank transfer,Yes,No,No,Yes,Yes,Yes,No internet service,Yes,No,69.98,4812.16,No
CUST_02679,41,Female,0,No,No,59,One year,No,Electronic check,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No internet service,Yes,108.32,6376.14,No
CUST_02680,36,Female,0,No,No,10,Month-to-month,Yes,Mailed check,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,101.36,999.62,Yes
CUST_02681,48,Male,0,Yes,Yes,4,Two year,Yes,Electronic check,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,No internet service,Yes,112.95,475.03,Yes
CUST_02682,36,Male,0,No,Yes,52,Month-to-month,No,Bank transfer,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No,88.91,4637.42,No
CUST_02683,36,Male,0,No,Yes,18,One year,Yes,Mailed check,Yes,No phone service,No,No,No,No,No internet service,No,Yes,49.26,934.01,Yes
CUST_02684,48,Male,1,Yes,No,51,Month-to-month,Yes,Electronic check,Yes,No,No,No,Yes,No,No,No internet service,Yes,55.34,2747.72,Yes
CUST_02685,44,Male,0,Yes,Yes,23,Month-to-month,No,Electronic check,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,Yes,118.42,2707.06,Yes
CUST_02686,43,Male,0,No,No,25,Two year,Yes,Bank transfer,Yes,Yes,DSL,No,No,No,No internet service,No internet service,No,82.32,2000.59,Yes
CUST_02687,45,Male,0,No,Yes,60,One year,Yes,Mailed check,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,113.94,6725.67,Yes
CUST_02688,21,Female,0,No,Yes,37,Month-to-month,Yes,Mailed check,No,No,DSL,No,No,No internet service,No,No,No internet service,51.64,1877.09,No
CUST_02689,49,Male,0,No,No,68,Month-to-month,No,Credit card,No,Yes,Fiber optic,Yes,Yes,No,No internet service,No,No,91.36,6228.5,No
CUST_02690,47,Male,0,No,Yes,18,Month-to-month,No,Bank transfer,Yes,Yes,DSL,No internet service,No,No,No,No,No,75.02,1412.12,No
CUST_02691,27,Male,0,Yes,No,29,Month-to-month,Yes,Mailed check,Yes,Yes,No,No,No,No internet service,No,No,No,64.16,1935.84,Yes
CUST_02692,37,Female,0,No,No,30,Month-to-month,Yes,Credit card,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,104.99,3148.68,Yes
CUST_02693,39,Male,0,Yes,Yes,7,Month-to-month,No,Electronic check,No,No,DSL,Yes,Yes,No,No,Yes,No,67.03,439.68,Yes
CUST_02694,38,Male,0,No,No,41,Month-to-month,Yes,Electronic check,Yes,No,DSL,No,No,No,No,No internet service,No,68.26,2814.3,Yes
CUST_02695,44,Female,1,No,No,37,Month-to-month,Yes,Credit card,Yes,No,Fiber optic,No internet service,No,No,No,No,Yes,106.94,4028.49,No
CUST_02696,57,Male,0,No,Yes,27,Month-to-month,No,Credit card,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No,No internet service,90.63,2451.31,No
CUST_02697,52,Male,1,Yes,Yes,21,Month-to-month,Yes,Electronic check,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No,No,87.91,1915.23,Yes
CUST_02698,24,Female,0,Yes,No,43,One year,Yes,Credit card,Yes,No,No,No,No internet service,Yes,No,No,Yes,53.06,2326.4,No
CUST_02699,47,Male,0,Yes,Yes,51,One year,No,Electronic check,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,No internet service,109.2,5606.2,Yes
CUST_02700,55,Female,1,No,No,71,Month-to-month,Yes,Credit card,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Yes,120.0,8526.34,Yes
CUST_02701,44,Male,1,No,No,13,Month-to-month,Yes,Electronic check,Yes,No,Fiber optic,No,No,No,Yes,No internet service,No internet service,89.48,1302.34,No
CUST_02702,53,Male,0,Yes,Yes,53,Month-to-month,No,Electronic check,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,No internet service,102.15,5445.53,Yes
CUST_02703,64,Male,0,No,No,63,One year,Yes,Mailed check,Yes,No,No,Yes,No,No,No,Yes,Yes,62.34,3941.39,No
CUST_02704,52,Female,0,No,No,57,One year,No,Credit card,No,No,Fiber optic,Yes,Yes,No,Yes,No,No internet service,86.92,5000.61,Yes
CUST_02705,42,Female,0,Yes,No,25,Month-to-month,No,Credit card,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No,Yes,108.21,2625.52,Yes
CUST_02706,52,Female,0,Yes,No,13,Two year,Yes,Credit card,Yes,Yes,DSL,No,No internet service,No,No internet service,Yes,No,83.71,1068.04,No
CUST_02707,41,Male,0,No,No,37,Month-to-month,Yes,Bank transfer,Yes,Yes,No,No,No,Yes,No,No,Yes,67.02,2447.4,No
CUST_02708,40,Male,0,No,Yes,30,One year,No,Mailed check,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No,No,101.28,3002.18,No
CUST_02709,35,Female,0,No,No,12,Month-to-month,No,Electronic check,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,110.78,1353.77,Yes
CUST_02710,58,Female,0,Yes,No,65,Month-to-month,Yes,Electronic check,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No internet service,78.69,5222.21,Yes
CUST_02711,30,Male,0,No,No,18,Month-to-month,No,Mailed check,Yes,No,No,Yes,Yes,No,No,No,No,57.93,1013.9,No
CUST_02712,58,Male,1,Yes,No,62,One year,Yes,Credit card,Yes,No,DSL,No internet service,No,Yes,No internet service,No,No,76.1,4696.45,No
CUST_02713,45,Male,0,Yes,No,24,Month-to-month,Yes,Credit card,Yes,No,DSL,Yes,No internet service,Yes,No,No internet service,Yes,88.88,2118.09,Yes
CUST_02714,23,Male,1,Yes,No,60,One year,No,Electronic check,Yes,Yes,No,No,No,No internet service,Yes,No internet service,No,75.26,4522.04,No
CUST_02715,44,Female,0,Yes,No,17,One year,Yes,Bank transfer,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,119.29,1992.4,Yes
CUST_02716,18,Male,0,Yes,No,60,Month-to-month,No,Credit card,Yes,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,62.08,3675.97,No
CUST_02717,47,Male,0,Yes,No,9,One year,Yes,Mailed check,Yes,No,Fiber optic,No,No,No,Yes,No,No,96.49,883.15,No
CUST_02718,50,Male,0,No,Yes,52,Month-to-month,No,Bank transfer,No,No,Fiber optic,No,Yes,Yes,No,No,No,82.04,4202.65,No
CUST_02719,32,Male,0,No,No,15,Month-to-month,Yes,Mailed check,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,120.0,1766.0,Yes
CUST_02720,41,Male,0,Yes,Yes,28,One year,Yes,Credit card,Yes,Yes,DSL,No,No,Yes,No,No internet service,No,90.67,2618.45,No
CUST_02721,63,Male,1,No,Yes,9,One year,Yes,Electronic check,Yes,Yes,No,No,No internet service,No,Yes,No internet service,No internet service,61.71,538.29,Yes
CUST_02722,33,Male,0,No,No,56,Month-to-month,Yes,Mailed check,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No,115.47,6408.51,Yes
CUST_02723,27,Female,0,No,No,36,Month-to-month,No,Electronic check,No,No,Fiber optic,No,No,No internet service,No internet service,No,No internet service,73.91,2712.62,Yes
CUST_02724,57,Female,0,No,No,56,Month-to-month,No,Credit card,Yes,No,DSL,No,No,No,No,Yes,No,81.8,4576.14,No
CUST_02725,63,Female,0,Yes,No,71,Month-to-month,No,Electronic check,Yes,No,Fiber optic,No,No,No,Yes,Yes,No internet service,104.43,7380.12,Yes
CUST_02726,40,Male,0,No,Yes,20,Two year,Yes,Bank transfer,Yes,No,No,No internet service,No internet service,Yes,No internet service,Yes,No internet service,58.18,1166.05,No
CUST_02727,52,Female,1,No,No,55,Month-to-month,No,Bank transfer,Yes,Yes,No,Yes,No,Yes,No,Yes,No,65.18,3480.15,Yes
CUST_02728,56,Male,0,Yes,Yes,60,Two year,Yes,Mailed check,Yes,No,No,No internet service,No,Yes,No,No internet service,No,59.08,3563.54,No
CUST_02729,31,Male,0,No,Yes,35,Two year,Yes,Mailed check,Yes,Yes,DSL,No,No internet service,No internet service,No,No,Yes,96.46,3329.33,No
CUST_02730,34,Male,0,No,No,1,Month-to-month,Yes,Electronic check,Yes,Yes,DSL,No,No,Yes,No,No internet service,No internet service,83.84,113.82,Yes
CUST_02731,54,Male,0,No,No,45,Month-to-month,No,Electronic check,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No internet service,Yes,105.68,4891.75,Yes
CUST_02732,60,Female,0,No,Yes,69,Two year,Yes,Credit card,No,No,No,Yes,No,Yes,Yes,Yes,Yes,60.31,4280.66,No
CUST_02733,46,Male,0,No,No,40,Month-to-month,Yes,Bank transfer,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No,No,109.81,4441.72,Yes
CUST_02734,29,Male,0,Yes,No,38,Month-to-month,Yes,Credit card,Yes,No,DSL,No internet service,Yes,Yes,Yes,Yes,Yes,105.31,4092.58,No
CUST_02735,63,Female,0,Yes,Yes,24,Month-to-month,Yes,Mailed check,No,No,Fiber optic,No internet service,No,Yes,No internet service,Yes,No,76.8,1862.25,Yes
CUST_02736,33,Female,0,Yes,Yes,4,Month-to-month,No,Electronic check,No,Yes,Fiber optic,No internet service,Yes,Yes,Yes,Yes,Yes,117.52,433.4,Yes
CUST_02737,35,Female,0,No,No,69,Month-to-month,Yes,Electronic check,Yes,No,DSL,Yes,Yes,No,No internet service,No internet service,Yes,80.15,5462.77,No
CUST_02738,44,Male,0,No,Yes,13,Month-to-month,Yes,Electronic check,Yes,No phone service,DSL,Yes,No internet service,Yes,Yes,Yes,No,85.89,1108.58,Yes
CUST_02739,58,Female,0,Yes,No,21,One year,No,Credit card,Yes,Yes,DSL,No,Yes,Yes,No internet service,No internet service,No,92.52,1859.15,No
CUST_02740,50,Male,0,No,No,32,Two year,No,Bank transfer,Yes,Yes,DSL,No internet service,Yes,No,Yes,Yes,No,98.02,3072.6,No
CUST_02741,44,Male,0,No,No,38,Month-to-month,Yes,Mailed check,Yes,No,DSL,Yes,No,No,No,Yes,Yes,93.66,3606.18,Yes
CUST_02742,45,Female,1,No,No,32,Month-to-month,No,Credit card,Yes,Yes,DSL,No,No,Yes,No,No,No internet service,79.1,2524.45,Yes
CUST_02743,40,Female,0,Yes,No,57,Month-to-month,Yes,Mailed check,No,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No internet service,76.78,4336.7,Yes
CUST_02744,46,Female,0,Yes,Yes,48,Month-to-month,No,Credit card,Yes,No,DSL,No,No internet service,Yes,No,No,Yes,85.0,4081.22,Yes
CUST_02745,18,Male,0,No,No,30,One year,No,Electronic check,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No internet service,94.94,2798.37,Yes
CUST_02746,36,Male,0,No,No,71,One year,Yes,Credit card,Yes,Yes,DSL,Yes,Yes,No,No,No,No internet service,81.01,5807.25,No
CUST_02747,42,Male,1,No,Yes,38,Month-to-month,No,Credit card,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No internet service,Yes,92.55,3489.41,No
CUST_02748,26,Male,0,No,No,44,One year,Yes,Mailed check,Yes,No,No,No,No,Yes,No,Yes,Yes,58.14,2534.02,No
CUST_02749,44,Male,0,Yes,Yes,26,One year,No,Bank transfer,Yes,No,No,No,No,Yes,No,Yes,No internet service,55.35,1436.75,No
CUST_02750,37,Male,0,No,Yes,2,Month-to-month,No,Credit card,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,No,110.16,201.48,No
CUST_02751,61,Female,0,Yes,No,43,One year,Yes,Mailed check,Yes,No phone service,Fiber optic,No,No,No,No internet service,No internet service,Yes,98.97,4330.15,Yes
CUST_02752,58,Male,0,Yes,No,43,Month-to-month,Yes,Electronic check,Yes,No,DSL,No,Yes,No,No,No internet service,No internet service,76.3,3364.82,Yes
CUST_02753,34,Female,0,Yes,No,63,One year,Yes,Credit card,Yes,Yes,No,No,No internet service,Yes,Yes,Yes,No internet service,82.07,5175.44,No
CUST_02754,38,Female,0,Yes,Yes,58,Month-to-month,No,Mailed check,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,Yes,Yes,84.62,5003.07,No
CUST_02755,39,Female,0,Yes,No,48,Month-to-month,No,Bank transfer,Yes,No,DSL,Yes,Yes,No internet service,No internet service,No internet service,No,69.62,3370.32,No
CUST_02756,34,Female,1,No,Yes,5,Two year,Yes,Electronic check,No,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,89.56,449.89,Yes
CUST_02757,42,Female,0,No,No,35,One year,Yes,Electronic check,Yes,Yes,DSL,No internet service,Yes,No,Yes,No internet service,Yes,99.88,3547.57,Yes
CUST_02758,30,Male,0,Yes,No,16,One year,Yes,Credit card,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,Yes,No,110.84,1782.38,No
CUST_02759,26,Male,1,No,No,49,Month-to-month,No,Mailed check,Yes,No,DSL,No,No,Yes,No,Yes,Yes,93.5,4586.19,Yes
CUST_02760,47,Male,0,Yes,No,60,One year,No,Credit card,Yes,No,DSL,No internet service,Yes,No,No,No,Yes,89.22,5347.81,Yes
CUST_02761,47,Male,0,Yes,No,51,Month-to-month,Yes,Bank transfer,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,Yes,Yes,105.25,5335.76,No
CUST_02762,30,Female,0,No,No,59,Two year,Yes,Credit card,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,No internet service,115.49,6781.38,No
CUST_02763,50,Female,0,No,No,64,One year,Yes,Electronic check,Yes,Yes,DSL,No internet service,Yes,Yes,No,Yes,No internet service,92.24,5823.55,No
CUST_02764,32,Female,0,No,No,13,Month-to-month,Yes,Electronic check,Yes,No,DSL,No internet service,No,No,No,No,No,56.43,657.98,Yes
CUST_02765,43,Male,0,Yes,No,26,Month-to-month,Yes,Mailed check,Yes,Yes,DSL,No,No internet service,No,No,No internet service,No,81.64,2080.63,Yes
CUST_02766,49,Male,0,No,No,70,Two year,Yes,Electronic check,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,81.05,5576.75,No
CUST_02767,39,Male,1,No,No,3,One year,No,Bank transfer,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,No,101.36,282.67,Yes
CUST_02768,45,Male,0,No,Yes,12,Two year,Yes,Bank transfer,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No,101.84,1168.74,Yes
CUST_02769,33,Female,0,Yes,Yes,41,Month-to-month,Yes,Mailed check,Yes,Yes,DSL,No internet service,No internet service,No,Yes,No,No internet service,83.99,3463.53,Yes
CUST_02770,37,Female,0,No,No,65,One year,No,Electronic check,Yes,No,Fiber optic,No,No,No internet service,No,No,No,91.41,5971.96,No
CUST_02771,37,Male,0,No,No,63,One year,No,Electronic check,Yes,No,DSL,No internet service,No internet service,No internet service,No,Yes,No,76.72,4796.48,Yes
CUST_02772,31,Male,0,No,No,50,One year,Yes,Electronic check,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No,Yes,105.56,5356.3,Yes
CUST_02773,37,Female,0,Yes,No,47,One year,Yes,Bank transfer,Yes,No,Fiber optic,No,No,No,No,No,No,95.57,4465.1,Yes
CUST_02774,21,Female,0,No,No,8,Month-to-month,No,Electronic check,Yes,No,No,No,No,Yes,Yes,No,No,55.81,489.2,No
CUST_02775,34,Female,1,Yes,No,31,Month-to-month,Yes,Credit card,Yes,No,No,Yes,No,Yes,No,No,No internet service,60.51,1845.3,No
CUST_02776,36,Female,0,No,No,11,Month-to-month,Yes,Bank transfer,Yes,No,DSL,No internet service,No internet service,Yes,No,No,Yes,86.56,977.05,Yes
CUST_02777,36,Male,0,Yes,Yes,17,Month-to-month,No,Credit card,Yes,Yes,No,Yes,No internet service,Yes,No internet service,Yes,Yes,75.05,1282.92,Yes
CUST_02778,37,Female,1,Yes,No,27,Month-to-month,No,Mailed check,Yes,No phone service,DSL,Yes,No internet service,No,No,Yes,No internet service,90.85,2431.68,Yes
CUST_02779,39,Female,0,No,No,27,Month-to-month,No,Credit card,Yes,No,DSL,No,Yes,No internet service,No,Yes,No internet service,80.24,2225.14,Yes
CUST_02780,45,Female,0,Yes,No,56,Month-to-month,Yes,Bank transfer,Yes,Yes,DSL,No,No,No internet service,No internet service,No,No,80.7,4509.75,No
CUST_02781,50,Female,0,Yes,No,69,Month-to-month,Yes,Mailed check,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,102.33,7051.73,Yes
CUST_02782,32,Male,0,Yes,Yes,47,One year,Yes,Electronic check,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,Yes,Yes,107.27,5081.45,Yes
CUST_02783,25,Male,1,Yes,Yes,19,Month-to-month,Yes,Credit card,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,107.97,1977.74,Yes
CUST_02784,27,Male,0,No,No,57,Month-to-month,Yes,Electronic check,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No,No,90.2,5180.45,Yes
CUST_02785,34,Male,0,No,Yes,31,One year,Yes,Electronic check,Yes,No,DSL,Yes,No internet service,No internet service,No,Yes,No internet service,86.1,2700.76,No
CUST_02786,35,Male,0,No,Yes,16,Month-to-month,Yes,Electronic check,No,No,No,No,Yes,No,No internet service,Yes,No,39.0,602.76,Yes
CUST_02787,30,Male,0,Yes,No,45,One year,No,Electronic check,Yes,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,103.16,4633.38,Yes
CUST_02788,24,Female,0,No,No,27,Month-to-month,No,Electronic check,No,Yes,DSL,No,Yes,No,No internet service,No internet service,Yes,76.76,2015.58,No
CUST_02789,34,Female,0,Yes,No,61,Two year,No,Bank transfer,Yes,No,No,No,No,No internet service,Yes,No,No,52.22,3298.22,No
CUST_02790,42,Female,0,No,Yes,26,Month-to-month,No,Mailed check,Yes,No,DSL,No,Yes,No,No,No,Yes,85.22,2154.34,Yes
CUST_02791,47,Female,0,Yes,No,29,Month-to-month,Yes,Bank transfer,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,No internet service,105.92,3021.16,Yes
CUST_02792,33,Male,0,No,No,44,Month-to-month,Yes,Electronic check,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,106.65,4790.86,Yes
CUST_02793,35,Female,0,No,No,29,Month-to-month,Yes,Electronic check,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,Yes,No,88.5,2669.73,No
CUST_02794,28,Male,0,Yes,No,2,Two year,Yes,Electronic check,Yes,No,DSL,No,No,No,No,No internet service,No,66.7,83.93,Yes
CUST_02795,39,Female,1,Yes,No,6,One year,No,Credit card,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,104.52,675.01,Yes
CUST_02796,29,Female,1,No,No,9,Two year,No,Electronic check,Yes,Yes,No,Yes,No,No,No,No,No internet service,67.99,644.92,No
CUST_02797,46,Female,0,Yes,No,15,Month-to-month,No,Credit card,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,120.0,1774.79,Yes
CUST_02798,18,Male,1,Yes,Yes,58,Two year,Yes,Electronic check,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,No,97.89,5659.05,Yes
CUST_02799,35,Female,0,Yes,Yes,2,Month-to-month,No,Bank transfer,Yes,No,No,No,Yes,Yes,Yes,Yes,No,74.43,144.68,Yes
CUST_02800,43,Male,0,Yes,Yes,3,Month-to-month,Yes,Bank transfer,Yes,No,Fiber optic,No internet service,No,No,Yes,No internet service,No,94.06,350.66,No
CUST_02801,42,Male,0,No,Yes,52,Month-to-month,Yes,Electronic check,Yes,No,DSL,No,Yes,No,No,No internet service,No,76.18,4031.25,Yes
CUST_02802,72,Female,0,Yes,Yes,55,One year,Yes,Bank transfer,Yes,No,No,No,No internet service,Yes,Yes,No internet service,Yes,63.54,3462.08,Yes
CUST_02803,44,Male,0,Yes,No,53,Two year,Yes,Mailed check,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,No,120.0,6370.79,Yes
CUST_02804,27,Male,0,No,Yes,72,Month-to-month,No,Bank transfer,Yes,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,103.53,7431.73,No
CUST_02805,38,Female,1,No,No,40,Two year,Yes,Credit card,Yes,Yes,Fiber optic,Yes,Yes,No,No,No internet service,Yes,116.17,4517.0,No
CUST_02806,18,Female,0,Yes,No,39,Two year,Yes,Electronic check,No,No,Fiber optic,No internet service,No,Yes,Yes,No,No internet service,96.68,3808.13,No
CUST_02807,39,Female,0,No,Yes,43,Month-to-month,Yes,Bank transfer,Yes,Yes,DSL,No,No internet service,No,No internet service,No internet service,No internet service,79.6,3411.73,No
CUST_02808,30,Female,0,Yes,No,13,One year,Yes,Electronic check,Yes,Yes,DSL,No internet service,No,Yes,Yes,No,Yes,99.8,1254.33,Yes
CUST_02809,50,Female,0,Yes,Yes,37,Month-to-month,No,Mailed check,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,120.0,4438.09,Yes
CUST_02810,33,Female,0,No,No,55,Two year,No,Electronic check,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,No,Yes,104.58,5706.65,Yes
CUST_02811,38,Male,0,No,No,32,One year,No,Electronic check,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,No,105.15,3450.82,Yes
CUST_02812,32,Female,0,Yes,Yes,14,Month-to-month,Yes,Electronic check,Yes,No,DSL,No internet service,Yes,Yes,No internet service,No internet service,No,80.39,1182.1,No
CUST_02813,60,Female,0,Yes,No,65,Two year,Yes,Bank transfer,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,No internet service,104.66,6841.25,Yes
CUST_02814,36,Male,0,Yes,No,27,Month-to-month,No,Mailed check,No,No,No,No,No,No internet service,Yes,No internet service,No,20.0,501.79,No
